data,refeicao,prato_principal_1,prato_principal_2,guarnição,sobremesa
2024-07-29,jantar,iscas de frango ao molho ferrugem,grão de bico à indiana,mandioca ao tomatelli,doce de leite
2024-07-30,almoco,lombo ao molho barbecue,lasanha de abobrinha e pvt,batata rústica,max goiabinha
2024-07-30,jantar,carne em cubos ao molho de cebola,:almôndegas de aveia e escarola ao molho de cebola,nhoque ao sugo ,brigadeirão
2024-07-31,almoco,filé de coxa assado,ovo cozido,polenta de corte ao sugo,pudim de maria mole com calda
2024-07-31,jantar,estrogonofe de carne,pvt com azeitonas,batata palha,canjica
2024-08-01,almoco,lagarto ao molho madeira,estrogonofe de grão de bico,legumes à salsa,picolé de limão
2024-08-01,jantar,linguiça acebolada, hamburguer de pvt a pizzaiolo,farofa,flan de baunilha com calda de goiabada
2024-08-02,almoco,bife ao molho de azeitonas,suflê de legumes,acelga à chinesa,bolinho roll de chocolate
2024-08-02,jantar,filé de frango ao molho pomodoro,ovo frito,purê de batata e mandioquinha,mosaico de gelatina
2024-08-03,almoco,pernil ao molho provençal,moussaka vegetariana,couve refogada,mousse de limão
2024-08-05,almoco,filé de frango empanado,almôndega de aveia e escarola ao molho barbecue,creme de milho,doce de leite
2024-08-05,jantar,estrogonofe de carne,bifinho de feijão branco ao molho de cebola,batata palha,barra de cereais
2024-08-06,almoco,lasanha à bolonhesa,lasanha de pvt,legumes refogados,bolinho de baunilha com morango
2024-08-06,jantar,lombo ao molho barbecue,grão de bico à indiana,chuchu com azeitonas,pudim de maria mole e coco
2024-08-07,almoco,isca ao molho roty,cassoulet vegetariano,batata doce com ervas,mousse de maracujá
2024-08-07,jantar,filé de coxa assado,moussaka vegetariana,vagem ao alho,sorvete de morango
2024-08-08,almoco,feijoada,feijoada vegetariana,couve refogada,gelatina de cereja
2024-08-08,jantar,bife grelhado ao molho madeira,ovo cozido,brócolis à provençal,pé de moça
2024-08-09,almoco,filé de peixe ao molho rio verde,pvt alemão,batata sauté,surpresa de abacaxi
2024-08-09,jantar,hamburguer ao sugo,hamburguer de grão de bico ao molho pizzaiolo,macarrão com espinafre,iogurte de morango
2024-08-10,almoco,filé de frango ao molho ferrugem,ovo frito,polenta,arroz doce moreno
2024-08-12,almoco,linguiça acebolada + limão,pvt com shimeji e champignon,farofa,maxi goiabinha
2024-08-12,jantar,carne em cubos ao molho roty,souflé de legumes,mandioca ao tomatelli,barra de cereal banana e mel
2024-08-13,almoco,bife ao molho ferrugem,tomate recheado,ervilha à parmentier,bombom
2024-08-13,jantar,lombo ao molho madeira,cassoulet vegetariano,virado de couve,mousse de limão
2024-08-14,almoco,hamburguer à pizzaiolo,hamburguer de pvt ao sugo,macarrão ao alho e óleo,sorvete de creme
2024-08-14,jantar,estrogonofe de frango,omelete de espinafre,batata palha,bolinho roll de chocolate
2024-08-19,almoco,filé de frango empanado,pvt com shimeji e champignon,legumes sautê,doce de banana
2024-08-19,jantar,bife ao molho roty,tomate recheado,batata rústica,chocolate ao leite
2024-08-20,almoco,carne moída refogada,curry de legumes,abobrinha à salsa,gelatina de cereja
2024-08-20,jantar,bisteca suína ao molho ferrugem,ovo cozido,farofa rica,bombom
2024-08-21,almoco,estrogonofe de carne,grão de bico à indiana,batata palha,barra de cereal com fruta
2024-08-21,jantar,filé de coxa assado,pvt com azeitonas,polenta cremosa,surpresa de banana
2024-08-22,almoco,lombo assado ao molho barbecue,omelete de abobrinha,mandioca ao molho tomatelli,brigadeirão
2024-08-22,jantar,lasanha à bolonhesa,lasanha de pvt,repolho com ervas,doce de goiabada
2024-08-23,almoco,carne em cubos ao molho de cogumelos,quibe de brócolis,nhoque ao sugo,pudim de pão com calda
2024-08-23,jantar,peixe frito,almôndega de aveia e espinafre ao molho ferrugem,batata doce com ervas,picolé de uva e maçã
2024-08-24,almoco,filé de coxa assado,grãos com queijo branco,vagem à provençal,torrone
2024-08-26,almoco,fricassê de frango,bifinho de pvt ao molho pomodoro,batata palha,barra de cereais banana
2024-08-26,jantar,bife ao molho madeira,quibe de brócolis com requeijão,legumes sautê,cocada
2024-08-27,almoco,lombo ao molho ferrugem,bifinho de grão de bico ao molho ferrugem,farofa,sorvete de flocos
2024-08-27,jantar,isca de coxão mole ao molho de azeitonas,pvt com cogumelo e shimeji,ervilha à parmentier,brigadeirão
2024-08-28,almoco,carne moída refogada,pvt com azeitonas,batata rústica,manjar de coco com calda de ameixa
2024-08-28,jantar,filé de frango empanado,ovo frito,creme de milho,maxi goiabinha
2024-08-29,almoco,bife ao molho de cebola,lasanha de ricota com espinafre,couve flor ao alho,chocolate ao leite
2024-08-29,jantar,pernil ao molho roty,hamburguer de lentilha ao molho roty,virado de abobrinha e cenoura,gelatina de framboesa
2024-08-30,almoco,filé de coxa assado,almôndega de aveia e espinafre ao tomatelli,polenta cremosa,iogurte
2024-08-30,jantar,lagarto ao molho de cogumelos,curry de legumes,macarrão à primavera,arroz doce moreno
2024-08-31,almoco,carne em cubos ao molho provençal,omelete de abobrinha,cuscuz de legumes,mosaico de gelatina
2024-09-02,jantar,fricassê de frango,bifinho de feijão branco,batata palha,bolinho roll de chocolate
2024-09-03,almoco,lasanha à bolonhesa,lasanha de pvt,vagem sautê,doce de abóbora c
2024-09-03,jantar,lombo ao molho barbecue,omelete c brócolis e queijo,farofa rica,marigel
2024-09-04,almoco,filé de coxa assado,xadrez de grão de bico e legumes,ervilha à parmentier,barra de cereais
2024-09-04,jantar,bife ao molho provençal,moussaka vegetariana,legumes refogados,sorvete de flocos
2024-09-05,almoco,carne louca (lagarto),ovo cozido,polenta,arroz doce moreno
2024-09-05,jantar,peixe frito,grãos gratinados,brócolis à provençal,flan de baunilha com calda de goiabada
2024-09-06,almoco,filé de frango ao molho pizzaiolo,quibe de abóbora e requeijão,abobrinha com ervas,pudim de maria mole c
2024-09-06,jantar,hamburguer ao molho ferrugem,hamburguer de pvt ao molho ferrugem,macarrão penne ao alho e óleo,chocolate ao leite
2024-09-09,almoco,filé de frango empanado,souflê de legumes,creme de milho,barra de cereais
2024-09-09,jantar,bife grelhado ao molho pomodoro,lasanha de ricota e espinafre,abobrinha à salsa,maxi goiabinha
2024-09-10,almoco,carne moída refogada,bifinho de grão de bico ao sugo,batata rústica,gelatina de cereja
2024-09-10,jantar,linguiça acebolada,pvt com azeitonas,cuscuz de legumes,pão de mel
2024-09-11,almoco,bife ao molho madeira,omelete de forno,macarrão à primavera,cocada
2024-09-11,jantar,filé de coxa grelhada,batata especial,chuchu com azeitonas,pudim de maria mole com calda de goiabada
2024-09-12,almoco,pernil suíno ao molho barbecue,moussaka vegetariana,couve refogada,manjar c
2024-09-12,jantar,estrogonofe de carne,ovo frito,batata palha,bolinho de baunilha
2024-09-13,almoco,filé de peixe à portuguesa,batatalhoada,brócolis ao alho,torrone
2024-09-13,jantar,carne em cubos ao molho roty,almôndega de aveia e espinafre ao molho roty,polenta,brigadeirão
2024-09-14,almoco,lombo suíno ao molho ferrugem,quibe de brócolis c requeijão,farofa rica,espumone de morango
2024-09-16,jantar,filé de frango empanado,souflê de legumes,chuchu com manjericão,torrone
2024-09-17,almoco,lombo ao molho barbecue,almôndega de aveia e ricota ao molho barbecue,couve flor à provençal,gelatina de framboesa
2024-09-17,jantar,lagarto ao molho de cogumelos,cassoulet vegetariano,ervilha à parmentier,pé de moça
2024-09-18,almoco,carne moída refogada,grãos gratinados,macarrão com brócolis ao alho e óleo,chocolate ao leite
2024-09-18,jantar,filé de coxa assada,omelete de abobrinha,repolho com azeitonas,mousse de maracujá
2024-09-19,almoco,estrogonofe de carne,pvt à chinesa,batata palha,surpresa de abacaxi
2024-09-19,jantar,pernil suíno ao molho roty,quibe de abóbora com requeijão,farofa rica,picolé de uva
2024-09-20,almoco,filé de peixe frango ao molho ferrugem,grão de bico à indiana,polenta,iogurte de morango
2024-09-20,jantar,bife ao molho madeira,batata especial veg.,acelga à chinesa,bombom
2024-09-21,almoco,bife ao molho madeira,batata especial vegetariana,acelga à chinesa,bombom
2024-09-23,almoco,filé de frango empanado,pvt com azeitonas,creme de milho,torrone
2024-09-23,jantar,bife ao molho ferrugem ,tomate recheado,mandioca à salsa,barra de cereais
2024-09-24,almoco,hamburguer bovino ao sugo,hamburguer de lentilha à pizzaiolo,macarrão à primavera,picolé de limão
2024-09-24,jantar,estrogonofe de frango,almôndega de aveia ao molho barbecue,batata rústica,pudim de pão
2024-09-25,almoco,bife ao molho de azeitonas,cassoulet vegetariano,ervilha à parmentier,brigadeirão
2024-09-25,jantar,lombo suíno ao molho barbecue,omelete de espinafre,virado de couve,iogurte de morango
2024-09-26,almoco,filé de coxa assado,escondidinho de pvt,chuchu com azeitonas,bolinho roll de chocolate
2024-09-26,jantar,carne moída refogada,bifinho de grão de bico ao sugo,polenta cremosa,gelatina de cereja
2024-09-27,almoco,pernil assado ao molho de cebola,ovo frito,farofa,mousse de limão
2024-09-27,jantar,isca bovina ao molho de cogumelo,quibe de brócolis e requeijão,nhoque ao sugo,manjar com calda de ameixa
2024-09-28,almoco,carne em cubos ao pomodoro,xadrez de pvt e legumes,batata doces com ervas,doce de leite
2024-09-30,almoco,linguiça acebolada,curry de legumes,cuscuz ,bananada
2024-09-30,jantar,bife ao molho azeitonas ,pvt à chinesa,purê de batata e mandioquinha,bombom
2024-10-01,almoco,carne moída refogada,cassoulet vegetariano,nhoque,arroz doce moreno
2024-10-01,jantar,filé de coxa assado,ovo frito,polenta cremosa,maxi goiabinha
2024-10-02,almoco,lombo ao molho ferrugem,souflê de legumes,batata doce com ervas,torrone
2024-10-02,jantar,lasanha à bolonhesa,lasanha de pvt,repolho à salsa,gelatina de morango
2024-10-03,almoco,filé de frango empanado,xadrez de pvt,creme de milho,pão de mel
2024-10-03,jantar,carne louca (lagarto),bifinho de grão de bico ao sugo,macarrão ao alho e óleo com espinafre,pudim de maria mole c
2024-10-04,almoco,estrogonofe de carne,omelete de forno,batata palha,picolé de uva
2024-10-04,jantar,bisteca ao molho barbecue,moussaka vegetariana,farofa,brigadeirão
2024-10-05,almoco,bife ao molho pomodoro,almôndega de aveia ao molho pomodoro,chuchu gratinado,barra de cereais chocolate
2024-10-07,almoco,carne em cubos ao molho de cebola,omelete de espinafre,vagem ao alho,barra de cereais
2024-10-07,jantar,lombo ao molho provençal,baião de dois vegetariano,legumes sautê,chocolate ao leite
2024-10-08,almoco,filé de coxa assado,almôndega de aveia ao molho ferrugem,purê de batata e mandioquinha,gelatina de framboesa
2024-10-08,jantar,isca de carne ao molho madeira,tomate recheado,cuscuz de legumes,doce de leite
2024-10-09,almoco,pernil suíno ao molho roty,curry de legumes,farofa,bombom
2024-10-09,jantar,carne moída refogada,ovo cozido,polenta,iogurte de morango
2024-10-10,almoco,bife ao molho de azeitonas,lasanha de ricota com espinafre,abobrinha à italiana,mousse de limão
2024-10-10,jantar,fricassê de frango,xadrez de grão de bico,batata palha,bolinho de baunilha e morango
2024-10-11,almoco,filé de peixe ao molho suíço,quibe de abóbora com requeijão,brócolis refogado,pudim de pão com calda
2024-10-11,jantar,hamburguer ao molho ferrugem,hamburguer de pvt,macarrão ao sugo,bananada
2024-10-14,almoco,filé de frango empanado,bifinho de grão de bico ao sugo,creme de milho,maxi goiabinha
2024-10-14,jantar,carne em cubos ao molho de cogumelo,souflê de legumes,batata doce com ervas,torrone e mamão
2024-10-15,almoco,lasanha à bolonhesa,lasanha de pvt,acelga à chinesa,mosaico de gelatina
2024-10-15,jantar,lombo assado ao molho barbecue,omelete de abobrinha,farofa,bombom
2024-10-16,almoco,filé de coxa grelhado,batata vegetariana,polenta,flan de baunilha com calda
2024-10-16,jantar,bife ao molho roty,almôndega de ricota com espinafre ao molho roty,chuchu com manjericão,barra de cereal
2024-10-17,almoco,lagarto assado ao molho madeira,ovo frito,batata rústica,picolé de limão
2024-10-17,jantar,filé de frango ao molho ferrugem,bobó de palmito e abóbora,batata palha,mousse de morango
2024-10-18,almoco,pernil suíno ao molho de cebola,xadrez de grão de bico com legumes,couve refogada,bolinho de chocolate
2024-10-18,jantar,estrogonofe de carne,quibe de abóbora com requeijão,batata palha,manjar com calda de ameixa
2024-10-19,almoco,bife ao molho de azeitonas,baião de dois vegetariano,couve flor ao tomatelli,surpresa de abacaxi
2024-10-21,almoco,bife ao molho de azeitonas,tomate recheado,legumes refogados,bananada
2024-10-21,jantar,linguiça suína acebolada,pvt à chinesa,mandioca à italiana,pão de mel
2024-10-22,almoco,hamburguer bovino à pizzaiolo,hamburguer de lentilha ao sugo,macarrão com espinafre,bolinho baunilha c
2024-10-22,jantar,filé de coxa grelhado,quibe de brócolis e requeijão,polenta cremosa,pudim de pão com calda
2024-10-23,almoco,lombo assado ao molho roty,grão de bico à indiana,farofa rica,chocolate ao leite
2024-10-23,almoco,lombo assado ao molho roty,grão de bico à indiana,farofa rica,chocolate ao leite
2024-10-23,jantar,bife ao molho provençal,ovo frito,chuchu gratinado,gelatina de cereja
2024-10-24,almoco,carne moída refogada,pvt c cogumelo e shimeji,ervilha à parmentier,pudim de maria mole com coco
2024-10-24,jantar,pernil suíno ao molho barbecue,grãos gratinados,couve refogada,picolé de uva
2024-10-25,almoco,isca bovina ao molho madeira,pvt com azeitonas,cuscuz de legumes,brigadeirão
2024-10-25,jantar,peixe frito,estrogonofe de grão de bico,batata rústica,cocada
2024-10-26,almoco,filé de frango ao molho ferrugem,omelete de brócolis,abobrinha com ervas,iogurte
2024-10-29,almoco,linguiça suína acebolada,ovo cozido,farofa,cocada
2024-10-29,jantar,bife ao molho ferrugem,batata especial vegetariana,brócolis à provençal,bolinho roll
2024-10-30,almoco,filé de frango ao molho pomodoro,moussaka vegetariana,polenta,picolé de limão
2024-10-30,jantar,isca bovina ao molho de cogumelos,omelete de forno,ervilha à parmentier,mosaico de gelatina
2024-10-31,almoco,carne em cubos ao molho de cebola,quibe de brócolis com requeijão,macarrão com espinafre,pé de moça
2024-10-31,jantar,filé de frango empanado,xadrez de pvt,creme de milho,surpresa de abacaxi
2024-11-01,almoco,hamburguer ao molho pizzaiolo,hamburguer de lentilha ao sugo,purê de batatas,iogurte
2024-11-01,jantar,lombo ao molho barbecue,pvt com azeitonas,virado de vagem,barra de cereais chocolate e frutas
2024-11-04,almoco,filé de frango empanado,omelete de brócolis,creme de milho,torrone
2024-11-05,jantar,linguiça acebolada,curry de legumes,farofa,goiabada
2024-11-06,almoco,bife ao molho ferrugem,quibe de pvt,purê misto com mandioquinha,brigadeirão
2024-11-06,jantar,filé de frango ao molho pomodoro,ovo frito,macarrão ao alho e óleo,picolé de morango
2024-11-07,almoco,pernil ao molho barbecue,bifinho de grão de bico ao molho barbecue,couve refogada,mousse de limão
2024-11-07,jantar,carne moída,souflê de legumes,polenta,bombom
2024-11-08,almoco,peixe à portuguesa,batatalhoada,brócolis ao alho,barra de cereais
2024-11-08,jantar,iscas de carne ao molho roty,tomate recheado,batata rústica,gelatina de cereja
2024-11-09,almoco,estrogonofe de frango,lasanha de abobrinha e pvt,legumes sautê,surpresa de banana
2024-11-11,almoco,filé de frango empanado,escondidinho de pvt,cenoura com repolho refogados,bananada
2024-11-11,jantar,bife grelhado ao molho de cebola,tomate recheado,nhoque ao sugo,bolinho roll de chocolate
2024-11-12,almoco,lasanha à bolonhesa,lasanha de pvt,acelga à chinesa,pudim de maria mole com calda de goiabada
2024-11-12,jantar,pernil ao molho ferrugem,estrogonofe de grão de bico,couve flor à provençal,cocada
2024-11-13,almoco,estrogonofe de carne,ovo frito,batata palha,picolé de coco
2024-11-13,jantar,filé de coxa assado,almôndega de ricota e espinafre ao molho ferrugem,vagem ao alho,mousse de maracujá
2024-11-14,almoco,lombo assado ao molho madeira,quibe de brócolis,farofa,chocolate ao leite
2024-11-14,jantar,hamburguer ao molho sugo,hamburguer de pvt ao sugo,purê de batata,maxi goiabinha
2024-11-18,almoco,linguiça suína acebolada,batata especial vegetariana,vagem à provençal,pão de mel
2024-11-18,jantar,carne em cubos ao molho roty,xadrez de grão de bico,mandioca ao tomatelli,torrone
2024-11-19,almoco,bife ao molho de cebola,tomate recheado,ervilha à parmentier,doce de leite
2024-11-19,jantar,filé de coxa assado,ovo frito,chuchu com manjericão,brigadeirão
2024-11-21,almoco,fricassé de frango,quibe de abóbora com requeijão,batata palha,bombom
2024-11-21,jantar,bife ao molho provençal,pvt com cogumelo e shimeji,macarrão à primavera,picolé de creme
2024-11-22,almoco,carne louca,omelete de brócolis,cuscuz de legumes,arroz doce moreno
2024-11-22,jantar,peixe frito,grãos gratinados,brócolis ao alho,iogurte de morango
2024-11-23,almoco,frango assado,moussaka vegetariana,polenta,gelatina de framboesa
2024-11-25,almoco,bife grelhado ao molho de azeitonas,ovo cozido,mandioca sauté,maxi goiabinha
2024-11-25,jantar,filé de frango empanado,lasanha de queijos,legumes ao alho,barra de cereal banana e mel
2024-11-26,almoco,carne moída refogada,baião de dois,batata rústica,surpresa de abacaxi
2024-11-26,jantar,lombo assado ao molho barbecue,quibe de brócolis e requeijão,farofa,pão de mel
2024-11-27,almoco,filé de coxa grelhado,almôndegas de ricota e espinafre,polenta,bolinho roll
2024-11-27,jantar,estrogonofe de carne,omelete de forno,batata palha,pudim de maria mole com calda de goiabada
2024-11-28,almoco,carne em cubos ao molho ferrugem,pvt com azeitonas,macarrão à primavera,picolé de uva
2024-11-28,jantar,filé de frango ao molho pomodoro,batata especial vegetariana,chuchu com azeitonas,pudim de pão com calda
2024-11-29,almoco,pernil assado ao molho barbecue,suflê de legumes,virado de vagem,flan de baunilha com calda de caramelo
2024-11-29,jantar,lasanha à bolonhesa,lasanha de pvt,repolho com cenoura refogados,bolinho de chocolate recheado com brigadeiro 
2024-11-30,almoco,iscas grelhadas ao molho provençal,estrogonofe de grão de bico,batata doce com ervas,mosaico de gelatina
2024-12-02,almoco,linguiça acebolada,pvt com azeitonas,mandioca refogada,doce de batata doce
2024-12-02,jantar,filé de frango empanado,ovo frito,creme de milho,bombom
2024-12-03,almoco,lasanha à bolonhesa,lasanha de pvt,vagem sautê,pé de moça
2024-12-03,jantar,lombo assado ao molho madeira,omelete de abobrinha,farofa,gelatina de cereja
2024-12-04,almoco,filé de frango ao sugo,quibe de brócolis e requeijão,polenta,pudim de pão com calda
2024-12-04,jantar,carne em cubos ao molho roty,almôndega de ricota com espinafre,batata rústica,barra de cereais
2024-12-05,almoco,hamburguer ao molho ferrugem,hamburguer de lentilha ao molho ferrugem,macarrão ao sugo,bolinho roll chocolate
2024-12-05,jantar,filé de coxa grelhado,moussaka vegetariana,quiabo refogado,arroz doce
2024-12-06,almoco,peixe frito,suflê de legumes,brócolis ao alho,picolé de limão
2024-12-06,jantar,isca bovina ao molho provençal,bifinho de grão de bico ao molho provençal,não informado,surpresa de abacaxi
2024-12-07,almoco,pernil ao molho barbecue,curry de legumes,virado de cenoura e abobrinha,mosaico de gelatina
2024-12-09,almoco,frango empanado,bife de grão de bico,creme de milho,bolinho de baunilha
2024-12-09,jantar,bife ao molho de azeitonas,tomate recheado,legumes refogados,torrone
2024-12-10,almoco,carne moída refogada,ovo frito,ervilha à parmentier,gelatina de morango
2024-12-10,jantar,pernil ao molho de cebola,pvt com azeitonas,virado de couve,pudim de maria mole com calda
2024-12-11,almoco,filé de coxa,quibe de abóbora e requeijão,polenta de corte ao sugo e parmesão,barra de cereal chocolate com frutas 
2024-12-11,jantar,estrogonofe de carne,almôndega de aveia ao molho ferrugem,vagem sautê,flan de baunilha com calda
2024-12-12,almoco,lombo ao molho de ervas,quiche de brócolis,farofa natalina,panacota
2024-12-12,jantar,frango cremoso,rondelli de espinafre e ricota ao sugo,batata corada,alfajor
2024-12-13,almoco,carne em cubos ao molho madeira,omelete de forno,nhoque ao sugo,picolé de creme
2024-12-13,jantar,filé de peixe à portuguesa,batatalhoada,couve flor à provençal,curau
2024-12-14,almoco,isca bovina ao molho ferrugem,grãos com queijo branco,acelga à chinesa,mousse de limão
2024-12-16,almoco,bife ao molho de azeitonas,estrogonofe de grão de bico,chuchu à salsa,romeu e julieta
2024-12-16,jantar,pernil ao molho ferrugem,lasanha de abobrinha,legumes refogados,barra de cereal banana e mel
2024-12-17,almoco,carne de panela ao molho pomodoro,tomate recheado,batata rústica,gelatina de cereja
2024-12-17,jantar,filé de coxa assado,omelete de espinafre,acelga à chinesa,bolinho de baunilha com chocolate
2024-12-18,almoco,lombo ao molho barbecue,pvt com cogumelo e shimeji,mandioca ao tomatelli,doce de abóbora caseiro
2024-12-18,jantar,carne moída refogada,curry de legumes,polenta de corte ao sugo e parmesão,mousse de maracujá
2024-12-19,almoco,estrogonofe de carne,almôndega de ricota e espinafre ao sugo,batata palha,bombom
2024-12-19,jantar,linguiça acebolada,quibe de abóbora com requeijão,farofa,picolé de uva
2024-12-20,almoco,filé de frango empanado,ovo frito,creme de milho,torrone
2024-12-20,jantar,hamburguer à pizzaiolo,hamburguer de pvt ao sugo,macarrão ao alho e óleo,maxi goiabinha
2025-01-06,almoco,filé de frango empanado,ovo frito,creme de milho,bananada
2025-01-06,jantar,linguiça suína acebolada,pvt com azeitonas,farofa rica,torrone
2025-01-07,almoco,bife ao molho roty,grãos c queijo branco,chuchu com manjericão,surpresa de abacaxi
2025-01-07,jantar,estrogonofe de frango,bifinho de grão de bico ao molho barbecue,batata palha,maxi goiabinha
2025-01-08,almoco,lombo suíno ao molho ferrugem,moussaka vegetariana,virado de cenoura e azeitonas,mosaico de gelatina
2025-01-08,jantar,carne moída refogada,almôndega de aveia ao sugo,ervilha à parmentier,bombom
2025-01-09,almoco,frango assado,quibe de brócolis,polenta de corte ao sugo com parmesão,doce de abóbora caseiro
2025-01-09,jantar,bife ao molho de azeitonas,lasanha de queijos,batata doce com ervas,picolé de doce de leite
2025-01-10,almoco,lagarto ao molho madeira,curry de legumes,macarrão à primavera,brigadeirão
2025-01-10,jantar,pernil suíno ao molho barbecue,omelete de forno,couve refogada,beijinho
2025-01-11,almoco,carne em cubos ao molho pomodoro,lasanha de abobrinha,vagem sautê,arroz doce
2025-01-13,almoco,bife ao molho ferrugem,omelete de brócolis,mandioca ao tomatelli,barra de cereal
2025-01-13,jantar,filé de frango empanado,quibe de abóbora,purê de mandioquinha,iogurte
2025-01-14,almoco,linguiça suína acebolada,pvt com cogumelo e shimeji,farofa rica,picolé de coco
2025-01-14,jantar,carne em cubos ao molho provençal,moussaka vegetariana,chuchu com azeitonas,gelatina de framboesa
2025-01-15,almoco,estrogonofe de carne,souflê de legumes,batata palha,goiabada com queijo
2025-01-15,jantar,filé de frango ao molho ferrugem ,grãos com queijo branco,brócolis à provençal,doce de abóbora com coco
2025-01-16,almoco,lasanha à bolonhesa,lasanha de pvt,repolho com cenoura refogados,pé de moça
2025-01-16,jantar,bisteca ao molho barbecue,ovo frito,batata rústica,surpresa de banana
2025-01-17,almoco,filé de coxa assado,almôndega de ricota com espinafre ao molho ferrugem,polenta,beijinho
2025-01-17,jantar,hamburguer bovino ao sugo,hamburguer de pvt ao sugo,macarrão ao alho e óleo com espinafre,arroz doce
2025-01-18,almoco,isca bovina ao molho de cebola,xadrez de grão de bico,ervilha à parmentier,maxi chocolate
2025-01-20,almoco,filé de frango empanado,batata vegetariana,acelga à chinesa,torrone
2025-01-20,jantar,lombo assado ao molho barbecue,omelete de abobrinha,farofa,chocolate ao leite
2025-01-21,almoco,hamburguer bovino ao sugo,hamburguer de pvt ao sugo,espaguete ao alho e óleo,manjar com calda
2025-01-21,jantar,frango assado,curry de legumes,polenta de corte ao sugo,goiabada com queijo
2025-01-22,almoco,cubos de pernil ao molho roty,quibe de abóbora,couve refogada,mousse de morango
2025-01-22,jantar,estrogonofe de carne,bifinho de lentilha ao molho barbecue,legumes à salsa,picolé de limão
2025-01-23,almoco,carne moída refogada,pvt com azeitonas,batata corada,gelatina de cereja
2025-01-23,jantar,filé de peixe frito,estrogonofe de grão de bico,couve flor à provençal,bolinho roll
2025-01-24,almoco,filé de frango grelhado ao molho ferrugem,almôndega de aveia com espinafre ao molho ferrugem,quiabo refogado,iogurte de morango
2025-01-24,jantar,bife ao molho pomodoro,tomate recheado,mandioca sautê,barra de cereal
2025-01-25,almoco,lombo assado ao molho roty,ovo frito,batata doce com ervas,bombom
2025-01-27,almoco,carne em cubos ao molho pomodoro,omelete com espinafre,legumes sautê,cocada
2025-01-27,jantar,lombo assado ao molho barbecue,batata vegetariana,farofa,bananada
2025-01-28,almoco,fricassé de frango,bife de grão de bico ao molho ferrugem,batata palha,picolé de uva
2025-01-28,jantar,bife ao molho provençal,souflê de legumes,nhoque ao sugo,brigadeirão
2025-01-29,almoco,cubos de pernil ao molho ferrugem,estrogonofe de grão de bico,abobrinha à salsa,barra de cereal
2025-01-29,jantar,lasanha à bolonhesa,lasanha de pvt,acelga à chinesa,gelatina de morango
2025-01-30,almoco,bife ao molho de cogumelos,tomate recheado,batata rústica,chocolate ao leite
2025-01-30,jantar,frango assado,quibe de brócolis,quiabo refogado,mousse de limão
2025-01-31,almoco,filé de peixe à portuguesa,batatalhoada,brócolis ao alho,marigel
2025-01-31,jantar,carne louca,ovo cozido,polenta cremosa,mini bolo
2025-02-01,almoco,filé de coxa assado,grãos com queijo branco,vagem à provençal,pudim de coco com groselha
2025-02-03,almoco,bife ao molho madeira,tomate recheado,legumes ao alho,iogurte de morango
2025-02-03,jantar,pernil suíno ao molho barbecue,ovo frito,virado de vagem com cenoura,picolé de creme
2025-02-04,almoco,filé de frango ao molho ferrugem,bife de feijão branco ao molho ferrugem,nhoque ao sugo,gelatina de cereja
2025-02-04,jantar,lagarto ao molho de cogumelos,estrogonofe de pvt,batata corada,maxi goiabinha
2025-02-05,almoco,lombo assado ao molho roty,almôndega de aveia ao sugo,farofa rica,beijinho
2025-02-05,jantar,lasanha à bolonhesa,lasanha de pvt,repolho com ervas,arroz doce
2025-02-06,almoco,isca de carne ao molho de cebola,quibe de brócolis com requeijão,polenta de corte ao sugo e parmesão,doce de abóbora com coco caseiro
2025-02-06,jantar,frango assado,hamburguer de lentilha ao molho pomodoro,chuchu gratinado,bombom
2025-02-07,almoco,peixe frito,xadrez de grão de bico,purê de batatas,maria mole com coco queimado
2025-02-07,jantar,hamburguer bovino ao pomodoro,omelete de forno,espaguete ao alho e óleo,barra de cereais
2025-02-08,almoco,carne em cubos ao molho provençal,moussaka vegetariana,mandioca saute,cocada
2025-02-10,almoco,bife ao molho de cogumelos,lasanha de queijo,repolho com cenoura refogado,maxi goiabinha
2025-02-10,jantar,filé de frango empanado,bifinho de grão de bico ao sugo,creme de milho,beijinho
2025-02-11,almoco,linguiça acebolada,batata especial,couve ao alho,flan de baunilha com calda de caramelo
2025-02-11,jantar,isca bovina ao molho de azeitonas,omelete de brócolis,batata rústica,goiabada com queijo
2025-02-12,almoco,hamburguer ao molho pizzaiolo,hamburguer de pvt ao sugo,penne ao alho e óleo,mousse de limão
2025-02-12,jantar,lombo ao molho ferrugem,curry de legumes,farofa rica,gelatina de framboesa
2025-02-13,almoco,filé de frango ao molho tomatelli,ovo frito,brócolis refogado, picolé de doce de leite
2025-02-13,jantar,bife ao molho provençal,moussaka vegetariana,polenta,doce de abóbora com coco
2025-02-14,almoco,carne moída refogada,pvt com azeitonas,ervilha à parmentier,brigadeirão
2025-02-14,jantar,frango assado,quibe de abóbora e requeijão,abobrinha à italiana,bananada
2025-02-15,almoco,pernil suíno ao molho roty,estrogonofe de grão de bico,batata doce com ervas,bolinho de baunilha com recheio de morango
2025-02-17,almoco,filé de frango empanado,bifinho de grão de bico ao molho barbecue,legumes sautê,bolinho roll de chocolate
2025-02-17,jantar,bife ao molho de cogumelo,tomate recheado,mandioca refogada,doce de leite
2025-02-18,almoco,lasanha à bolonhesa,lasanha de pvt,chuchu à salsa,surpresa de abacaxi
